日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2017-04-17,3.65,4.49,4.49,3.65,70,91799.0,28.38,51.69,1.53,0.04
2017-04-18,4.99,4.99,4.99,4.99,13,19383.0,0.0,11.14,0.5,0.01
2017-04-19,5.54,5.54,5.54,5.54,9,14760.0,0.0,11.02,0.55,0.0
2017-04-20,6.15,6.15,6.15,6.15,25,45100.0,0.0,11.01,0.61,0.01
2017-04-21,6.82,6.82,6.82,6.82,76,150784.0,0.0,10.89,0.67,0.04
2017-04-24,7.55,7.55,7.55,7.55,220,480672.0,0.0,10.7,0.73,0.11
2017-04-25,8.36,8.36,8.36,8.36,172,412920.0,0.0,10.73,0.81,0.09
2017-04-26,9.25,9.25,9.25,9.25,138,364320.0,0.0,10.65,0.89,0.07
2017-04-27,10.23,10.23,10.23,10.23,466,1353264.0,0.0,10.59,0.98,0.23
2017-04-28,11.3,11.3,11.3,11.3,408,1303152.0,0.0,10.46,1.07,0.2
2017-05-02,12.48,12.48,12.48,12.48,702,2466126.0,0.0,10.44,1.18,0.35
2017-05-03,13.78,13.78,13.78,13.78,1012,3910368.0,0.0,10.42,1.3,0.51
2017-05-04,15.21,14.37,15.21,14.21,118281,482671264.0,7.26,4.28,0.59,59.14
2017-05-05,13.99,13.51,14.2,13.45,73752,286488528.0,5.22,-5.98,-0.86,36.88
2017-05-08,13.28,13.21,13.87,13.21,44468,168983353.0,4.89,-2.22,-0.3,22.23
2017-05-09,13.17,13.4,13.65,13.03,38034,142565351.0,4.69,1.44,0.19,19.02
2017-05-10,13.38,12.8,13.5,12.68,50041,184992266.0,6.12,-4.48,-0.6,25.02
2017-05-11,12.71,13.18,13.28,12.64,41401,150807452.0,5.0,2.97,0.38,20.7
2017-05-12,13.13,13.28,13.46,12.89,43834,162512193.0,4.32,0.76,0.1,21.92
2017-05-15,13.35,13.17,13.44,13.1,29276,109183379.0,2.56,-0.83,-0.11,14.64
2017-05-16,13.08,13.47,13.5,12.76,35332,130126682.0,5.62,2.28,0.3,17.67
2017-05-17,13.4,13.41,13.69,13.28,37497,142043939.0,3.04,-0.45,-0.06,18.75
2017-05-18,13.18,13.02,13.41,13.02,25242,93642672.0,2.91,-2.91,-0.39,12.62
2017-05-19,13.01,12.71,13.15,12.71,20531,74556002.0,3.38,-2.38,-0.31,10.27
2017-05-22,12.62,11.87,12.78,11.68,28264,97872962.0,8.65,-6.61,-0.84,14.13
2017-05-23,11.87,11.37,12.13,11.34,26076,86254116.0,6.66,-4.21,-0.5,13.04
2017-05-24,11.37,11.55,11.65,11.21,19793,64183291.0,3.87,1.58,0.18,9.9
2017-05-25,11.56,11.38,11.56,11.01,22153,70869909.0,4.76,-1.47,-0.17,11.08
2017-05-26,11.38,11.58,11.87,11.33,20846,68139473.0,4.75,1.76,0.2,10.42
2017-05-31,12.14,11.64,12.58,11.64,34476,118330764.0,8.12,0.52,0.06,17.24
2017-06-01,11.43,10.84,11.52,10.81,25029,78682950.0,6.1,-6.87,-0.8,12.51
2017-06-02,10.58,11.17,11.24,10.51,22818,70352551.0,6.73,3.04,0.33,11.41
2017-06-05,11.37,11.25,11.56,11.24,22429,72194263.0,2.86,0.72,0.08,11.21
2017-06-06,11.08,11.25,11.28,11.07,14373,45411653.0,1.87,0.0,0.0,7.19
2017-06-07,11.22,11.64,11.68,11.22,21579,70220765.0,4.09,3.47,0.39,10.79
2017-06-08,11.68,11.47,11.78,11.43,17943,58671773.0,3.01,-1.46,-0.17,8.97
