日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2017-03-29,832000,1.41,1.41,1.41,1.41,400,100000.0,0.0,-74.78,-4.18,0.15
2017-04-06,832000,1.41,1.41,1.41,1.41,300,75000.0,0.0,0.0,0.0,0.11
2018-11-14,832000,1.94,1.94,1.94,1.94,200,60000.0,0.0,37.59,0.53,0.07
2018-11-28,832000,1.94,1.94,1.94,1.94,200,60000.0,0.0,0.0,0.0,0.07
2019-05-24,832000,1.95,1.95,1.95,1.95,10,3010.0,0.0,0.52,0.01,0.0
2019-05-27,832000,3.61,3.61,3.61,3.61,10,5000.0,0.0,85.13,1.66,0.0
2019-07-04,832000,1.99,1.99,1.99,1.99,200,60000.0,0.0,-44.88,-1.62,0.07
2019-11-05,832000,1.99,1.99,1.99,1.99,200,60000.0,0.0,0.0,0.0,0.07
2020-02-19,832000,3.66,3.66,3.66,3.66,10,5000.0,0.0,83.92,1.67,0.0
2020-03-02,832000,3.66,3.66,3.66,3.66,10,5000.0,0.0,0.0,0.0,0.0
2020-03-03,832000,3.66,3.66,3.66,3.66,10,5000.0,0.0,0.0,0.0,0.0
2020-03-04,832000,3.66,3.66,3.66,3.66,60,30000.0,0.0,0.0,0.0,0.02
2020-03-05,832000,3.66,3.66,3.66,3.66,70,35000.0,0.0,0.0,0.0,0.03
2020-03-06,832000,3.66,5.32,5.32,3.66,150,93000.0,45.36,45.36,1.66,0.05
2020-03-09,832000,5.32,5.32,5.32,5.32,30,21000.0,0.0,0.0,0.0,0.01
2020-03-11,832000,5.32,5.32,5.32,5.32,30,21000.0,0.0,0.0,0.0,0.01
2020-03-12,832000,5.32,5.32,5.32,5.32,30,21000.0,0.0,0.0,0.0,0.01
2020-03-16,832000,4.07,5.32,5.32,4.07,90,52900.0,23.5,0.0,0.0,0.03
2020-03-17,832000,5.31,5.29,5.31,5.29,20,13950.0,0.38,-0.56,-0.03,0.01
2020-03-18,832000,5.29,5.29,5.29,5.29,20,13920.0,0.0,0.0,0.0,0.01
2020-03-23,832000,5.29,5.29,5.29,5.29,10,6960.0,0.0,0.0,0.0,0.0
2020-03-24,832000,5.32,5.32,5.32,5.32,30,21000.0,0.0,0.57,0.03,0.01
2020-03-25,832000,4.07,5.32,5.32,4.07,30,18000.0,23.5,0.0,0.0,0.01
2020-12-23,832000,5.59,5.62,5.71,5.52,49994,36209948.0,2.64,-21.94,-1.58,18.48
2020-12-24,832000,5.61,5.59,5.65,5.58,12689,9173895.0,1.25,-0.53,-0.03,4.69
2020-12-25,832000,5.6,5.56,5.62,5.54,9140,6571662.0,1.43,-0.54,-0.03,3.38
2020-12-28,832000,5.55,5.51,5.58,5.44,6206,4403353.0,2.52,-0.9,-0.05,2.29
2020-12-29,832000,5.47,5.55,5.56,5.46,3556,2530829.0,1.81,0.73,0.04,1.31
2020-12-30,832000,5.51,5.56,5.6,5.51,2218,1592686.0,1.62,0.18,0.01,0.82
2020-12-31,832000,5.52,5.59,5.61,5.52,3629,2614581.0,1.62,0.54,0.03,1.34
2021-01-04,832000,5.56,5.54,5.59,5.51,2064,1475324.0,1.43,-0.89,-0.05,0.76
2021-01-05,832000,5.54,5.59,5.6,5.53,3989,2864976.0,1.26,0.9,0.05,1.47
2021-01-06,832000,5.56,5.56,5.58,5.55,1632,1169103.0,0.54,-0.54,-0.03,0.6
2021-01-07,832000,5.56,5.56,5.59,5.51,3644,2611936.0,1.44,0.0,0.0,1.35
2021-01-08,832000,5.51,5.56,5.59,5.51,3297,2366241.0,1.44,0.0,0.0,1.22
2021-01-11,832000,5.55,5.53,5.59,5.51,4286,3070421.0,1.44,-0.54,-0.03,1.58
2021-01-12,832000,5.53,5.52,5.59,5.52,4482,3213765.0,1.27,-0.18,-0.01,1.66
2021-01-13,832000,5.53,5.59,5.61,5.53,4819,3468165.0,1.45,1.27,0.07,1.78
2021-01-14,832000,5.56,5.59,5.61,5.54,1617,1162580.0,1.25,0.0,0.0,0.6
2021-01-15,832000,5.56,5.58,5.59,5.56,686,492998.0,0.54,-0.18,-0.01,0.25
2021-01-18,832000,5.56,5.6,5.63,5.56,2470,1782497.0,1.25,0.36,0.02,0.91
2021-01-19,832000,5.59,5.84,5.97,5.59,9433,6999652.0,6.79,4.29,0.24,3.49
2021-01-20,832000,5.86,5.84,5.91,5.59,8907,6540985.0,5.48,0.0,0.0,3.29
2021-01-21,832000,5.76,5.73,5.84,5.71,6185,4605220.0,2.23,-1.88,-0.11,2.47
2021-01-22,832000,5.81,6.01,6.06,5.76,9682,7378532.0,5.24,4.89,0.28,3.86
2021-01-25,832000,6.01,5.9,6.21,5.86,7072,5471851.0,5.82,-1.83,-0.11,2.82
2021-01-26,832000,5.81,5.64,5.91,5.64,5962,4365751.0,4.58,-4.41,-0.26,2.38
2021-01-27,832000,5.59,5.64,5.73,5.59,2236,1627739.0,2.48,0.0,0.0,0.89
2021-01-28,832000,5.58,5.65,5.72,5.58,1878,1373171.0,2.48,0.18,0.01,0.75
2021-01-29,832000,5.61,5.69,5.75,5.61,2170,1590326.0,2.48,0.71,0.04,0.87
2021-02-01,832000,5.73,5.81,5.86,5.71,2965,2207000.0,2.64,2.11,0.12,1.18
2021-02-02,832000,5.76,5.71,5.81,5.61,932,689003.0,3.44,-1.72,-0.1,0.37
2021-02-03,832000,5.8,5.67,5.8,5.62,727,530090.0,3.15,-0.7,-0.04,0.29
2021-02-04,832000,5.63,5.54,5.65,5.51,1320,945720.0,2.47,-2.29,-0.13,0.53
2021-02-05,832000,5.54,5.58,5.63,5.54,476,342014.0,1.62,0.72,0.04,0.19
2021-02-08,832000,5.57,5.57,5.59,5.52,666,477713.0,1.25,-0.18,-0.01,0.27
2021-02-09,832000,5.52,5.57,5.57,5.47,1550,1105777.0,1.8,0.0,0.0,0.62
2021-02-10,832000,5.57,5.41,5.57,5.41,2286,1615910.0,2.87,-2.87,-0.16,0.91
2021-02-18,832000,5.42,5.28,5.53,5.26,1535,1059612.0,4.99,-2.4,-0.13,0.61
2021-02-19,832000,5.27,5.33,5.33,5.27,361,247116.0,1.14,0.95,0.05,0.14
2021-02-22,832000,5.3,5.28,5.31,5.27,988,675670.0,0.75,-0.94,-0.05,0.39
2021-02-23,832000,5.28,5.3,5.34,5.26,484,332211.0,1.52,0.38,0.02,0.19
2021-02-24,832000,5.27,5.27,5.29,5.26,583,397246.0,0.57,-0.57,-0.03,0.23
2021-02-25,832000,5.27,5.42,5.55,5.27,1815,1268269.0,5.31,2.85,0.15,0.72
2021-02-26,832000,5.43,5.52,5.56,5.34,2290,1615331.0,4.06,1.85,0.1,0.91
2021-03-01,832000,5.58,5.62,5.67,5.52,3128,2270021.0,2.72,1.81,0.1,1.25
2021-03-02,832000,5.57,5.52,5.62,5.52,919,660576.0,1.78,-1.78,-0.1,0.37
2021-03-03,832000,5.56,5.64,5.66,5.56,1702,1231485.0,1.81,2.17,0.12,0.68
2021-03-04,832000,5.7,5.69,5.76,5.66,2179,1597554.0,1.77,0.89,0.05,0.87
2021-03-05,832000,5.64,5.65,5.69,5.61,776,562865.0,1.41,-0.7,-0.04,0.31
2021-03-08,832000,5.64,5.59,5.71,5.57,784,568740.0,2.48,-1.06,-0.06,0.31
2021-03-09,832000,5.55,5.54,5.63,5.46,436,312763.0,3.04,-0.89,-0.05,0.17
2021-03-10,832000,5.55,5.56,5.59,5.55,694,499503.0,0.72,0.36,0.02,0.28
2021-03-11,832000,5.53,5.59,5.6,5.53,364,260040.0,1.26,0.54,0.03,0.15
2021-03-12,832000,5.55,5.56,5.56,5.53,349,249186.0,0.54,-0.54,-0.03,0.14
2021-03-15,832000,5.55,5.57,5.61,5.55,215,154117.0,1.08,0.18,0.01,0.09
2021-03-16,832000,5.56,5.57,5.61,5.56,314,226039.0,0.9,0.0,0.0,0.13
2021-03-17,832000,5.58,5.61,5.61,5.58,516,372228.0,0.54,0.72,0.04,0.21
2021-03-18,832000,5.54,5.61,5.66,5.53,1105,792871.0,2.32,0.0,0.0,0.44
2021-03-19,832000,5.59,5.62,5.66,5.58,2238,1616497.0,1.43,0.18,0.01,0.89
2021-03-22,832000,5.66,5.72,5.72,5.62,1768,1292519.0,1.78,1.78,0.1,0.71
2021-03-23,832000,5.67,5.73,5.74,5.67,610,449683.0,1.22,0.17,0.01,0.24
2021-03-24,832000,5.77,5.71,5.77,5.69,571,419629.0,1.4,-0.35,-0.02,0.23
2021-03-25,832000,5.67,5.65,5.67,5.6,430,312988.0,1.23,-1.05,-0.06,0.17
2021-03-26,832000,5.65,5.67,5.68,5.62,561,407509.0,1.06,0.35,0.02,0.22
2021-03-29,832000,5.64,5.64,5.71,5.59,416,302298.0,2.12,-0.53,-0.03,0.17
2021-03-30,832000,5.61,5.58,5.61,5.52,1539,1105092.0,1.6,-1.06,-0.06,0.61
2021-03-31,832000,5.51,5.54,5.56,5.51,408,291033.0,0.9,-0.72,-0.04,0.17
2021-04-01,832000,5.51,5.56,5.56,5.51,214,153095.0,0.9,0.36,0.02,0.09
2021-04-02,832000,5.52,5.56,5.58,5.52,272,194836.0,1.08,0.0,0.0,0.11
2021-04-06,832000,5.53,5.54,5.56,5.51,374,266504.0,0.9,-0.36,-0.02,0.16
2021-04-07,832000,5.55,5.61,5.61,5.51,418,300325.0,1.81,1.26,0.07,0.18
2021-04-08,832000,5.61,5.83,5.86,5.6,3326,2456600.0,4.63,3.92,0.22,1.4
2021-04-09,832000,5.86,5.84,5.86,5.76,2076,1553204.0,1.72,0.17,0.01,0.87
2021-04-12,832000,5.85,5.93,5.95,5.76,2077,1576521.0,3.25,1.54,0.09,0.87
2021-04-13,832000,5.92,5.92,6.01,5.84,1647,1257548.0,2.87,-0.17,-0.01,0.69
2021-04-14,832000,5.78,5.95,5.97,5.78,1085,826735.0,3.21,0.51,0.03,0.45
2021-04-15,832000,5.95,5.94,5.98,5.92,616,470387.0,1.01,-0.17,-0.01,0.26
2021-04-16,832000,5.85,6.02,6.05,5.85,1841,1418204.0,3.37,1.35,0.08,0.77
2021-04-19,832000,6.03,6.16,6.22,6.03,2072,1634158.0,3.16,2.33,0.14,0.87
2021-04-20,832000,6.12,6.21,6.21,6.11,1128,893152.0,1.62,0.81,0.05,0.47
