日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2003-03-11,600460,1.42,1.52,1.54,1.42,146235,302980731.0,20.0,153.33,0.92,56.24
2003-03-12,600460,1.51,1.55,1.55,1.49,55556,117472883.0,3.95,1.97,0.03,21.37
2003-03-13,600460,1.54,1.53,1.55,1.52,22509,47788053.0,1.94,-1.29,-0.02,8.66
2003-03-14,600460,1.53,1.47,1.54,1.47,23980,50118615.0,4.58,-3.92,-0.06,9.22
2003-03-17,600460,1.47,1.48,1.49,1.46,15078,31097628.0,2.04,0.68,0.01,5.8
2003-03-18,600460,1.48,1.47,1.52,1.47,12146,25299131.0,3.38,-0.68,-0.01,4.67
2003-03-19,600460,1.46,1.41,1.47,1.4,25292,50931177.0,4.76,-4.08,-0.06,9.73
2003-03-20,600460,1.4,1.39,1.42,1.38,11967,23679158.0,2.84,-1.42,-0.02,4.6
2003-03-21,600460,1.32,1.42,1.44,1.32,9281,18660504.0,8.63,2.16,0.03,3.57
2003-03-24,600460,1.42,1.38,1.42,1.37,7058,13924564.0,3.52,-2.82,-0.04,2.71
2003-03-25,600460,1.38,1.34,1.39,1.33,9556,18512150.0,4.35,-2.9,-0.04,3.68
2003-03-26,600460,1.34,1.34,1.36,1.33,6989,13451206.0,2.24,0.0,0.0,2.69
2003-03-27,600460,1.32,1.42,1.45,1.3,16394,32209750.0,11.19,5.97,0.08,6.31
2003-03-28,600460,1.41,1.36,1.42,1.35,9025,17782043.0,4.93,-4.23,-0.06,3.47
2003-03-31,600460,1.35,1.38,1.4,1.35,5747,11280823.0,3.68,1.47,0.02,2.21
2003-04-01,600460,1.38,1.41,1.43,1.38,8486,16897147.0,3.62,2.17,0.03,3.26
2003-04-02,600460,1.42,1.41,1.44,1.4,5473,10969121.0,2.84,0.0,0.0,2.11
2003-04-03,600460,1.42,1.41,1.43,1.4,3920,7827313.0,2.13,0.0,0.0,1.51
2003-04-04,600460,1.41,1.4,1.43,1.39,4025,8027762.0,2.84,-0.71,-0.01,1.55
2003-04-07,600460,1.4,1.35,1.41,1.34,5265,10317380.0,5.0,-3.57,-0.05,2.02
2003-04-08,600460,1.34,1.35,1.38,1.34,3848,7460236.0,2.96,0.0,0.0,1.48
2003-04-09,600460,1.35,1.4,1.4,1.34,9017,17630762.0,4.44,3.7,0.05,3.47
2003-04-10,600460,1.39,1.37,1.4,1.35,6452,12590264.0,3.57,-2.14,-0.03,2.48
