日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2022-11-08,28.5,34.2,34.2,28.5,136570,455704768.0,24.0,44.0,10.45,50.39
2022-11-09,33.99,31.09,33.99,30.83,127313,411206097.0,9.24,-9.09,-3.11,46.98
2022-11-10,29.7,29.0,30.26,28.84,93910,276170779.0,4.57,-6.72,-2.09,34.65
2022-11-11,29.33,30.23,31.3,28.5,98688,292558760.0,9.66,4.24,1.23,36.41
2022-11-14,29.7,29.15,29.78,28.8,58560,170895101.0,3.24,-3.57,-1.08,21.61
2022-11-15,28.99,29.28,29.44,28.68,44814,130963790.0,2.61,0.45,0.13,16.54
2022-11-16,29.26,29.11,29.4,28.86,44418,129115736.0,1.84,-0.58,-0.17,16.39
2022-11-17,29.01,28.95,29.07,28.65,32366,93323691.0,1.44,-0.55,-0.16,11.94
2022-11-18,28.95,28.72,29.28,28.71,33320,96410189.0,1.97,-0.79,-0.23,12.29
2022-11-21,28.45,27.69,28.49,27.5,39801,110430671.0,3.45,-3.59,-1.03,14.69
2022-11-22,27.55,28.3,29.1,27.51,45267,128831441.0,5.74,2.2,0.61,16.7
2022-11-23,28.03,29.08,29.2,27.37,61477,174364750.0,6.47,2.76,0.78,22.68
2022-11-24,28.59,29.94,31.99,28.57,118762,366207234.0,11.76,2.96,0.86,43.82
2022-11-25,29.86,29.55,30.6,28.92,71348,212019906.0,5.61,-1.3,-0.39,26.33
2022-11-28,29.1,28.64,29.11,28.2,43466,124417735.0,3.08,-3.08,-0.91,16.04
2022-11-29,28.88,29.26,30.6,28.39,74434,219488436.0,7.72,2.16,0.62,27.46
2022-11-30,28.75,28.87,29.45,28.75,45164,131018680.0,2.39,-1.33,-0.39,16.66
2022-12-01,29.26,29.42,30.4,28.86,62915,185647657.0,5.33,1.91,0.55,23.21
2022-12-02,29.51,29.79,30.23,29.18,51927,154421513.0,3.57,1.26,0.37,19.16
2022-12-05,29.85,29.79,31.7,29.59,90267,274486371.0,7.08,0.0,0.0,33.31
