日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2015-03-20,430300,5.97,5.97,5.97,5.97,1000,1200000.0,0.0,0.0,0.0,0.64
2015-03-23,430300,6.72,6.89,14.97,6.72,5240,7250000.0,138.19,15.41,0.92,3.35
2015-03-24,430300,15.27,12.83,15.27,6.72,32870,45282220.0,124.09,86.21,5.94,21.03
2015-03-25,430300,13.86,13.56,13.86,12.72,310,837600.0,8.89,5.69,0.73,0.2
2015-03-26,430300,13.86,12.97,13.91,12.97,180,498640.0,6.93,-4.35,-0.59,0.12
2015-03-27,430300,7.22,15.63,15.72,7.22,3610,8989500.0,65.54,20.51,2.66,2.31
2015-03-30,430300,15.12,15.19,17.45,15.12,950,2891200.0,14.91,-2.82,-0.44,0.61
2015-03-31,430300,7.87,15.22,17.37,7.87,840,2413700.0,62.54,0.2,0.03,0.54
2015-04-01,430300,17.87,17.58,17.87,16.47,110,387400.0,9.2,15.51,2.36,0.07
2015-04-02,430300,17.72,15.14,17.77,14.97,2600,7956920.0,15.93,-13.88,-2.44,1.66
2015-04-03,430300,15.22,15.03,17.72,13.97,6730,20428870.0,24.77,-0.73,-0.11,4.31
2015-04-07,430300,15.97,16.55,17.47,15.59,2190,7240880.0,12.51,10.11,1.52,1.4
2015-04-08,430300,17.47,17.12,18.41,16.72,990,3396180.0,10.21,3.44,0.57,0.63
2015-04-09,430300,17.47,15.69,17.47,1.91,9120,11759060.0,90.89,-8.35,-1.43,5.84
2015-04-10,430300,15.72,6.99,17.22,2.47,4870,6834560.0,94.01,-55.45,-8.7,3.12
2015-04-13,430300,15.22,15.43,16.87,15.22,360,1113280.0,23.61,120.74,8.44,0.23
2015-04-14,430300,33.97,16.89,33.97,1.97,360,647000.0,207.39,9.46,1.46,0.23
2015-04-15,430300,15.52,15.76,15.97,14.22,710,2242420.0,10.36,-6.69,-1.13,0.45
2015-04-16,430300,14.97,15.22,15.97,14.97,210,643500.0,6.35,-3.43,-0.54,0.13
2015-04-17,430300,16.22,16.01,16.22,15.97,140,452600.0,1.64,5.19,0.79,0.09
2015-04-20,430300,14.97,14.84,14.97,14.77,30,89180.0,1.25,-7.31,-1.17,0.02
2015-04-21,430300,14.07,14.08,14.1,14.07,110,310410.0,0.2,-5.12,-0.76,0.07
2015-04-22,430300,14.97,14.67,14.97,14.07,60,176400.0,6.39,4.19,0.59,0.04
2015-04-23,430300,14.97,16.44,17.97,14.97,190,625600.0,20.45,12.07,1.77,0.12
2015-04-24,430300,15.12,16.07,16.62,15.12,80,257600.0,9.12,-2.25,-0.37,0.05
2015-04-27,430300,14.97,14.97,14.97,14.92,460,1379660.0,0.31,-6.85,-1.1,0.29
2015-04-28,430300,7.97,14.27,14.27,7.97,130,308800.0,42.08,-4.68,-0.7,0.08
2015-04-29,430300,13.97,13.97,13.97,13.97,20,56000.0,0.0,-2.1,-0.3,0.01
2015-04-30,430300,17.97,16.76,17.97,14.72,350,1148510.0,23.26,19.97,2.79,0.22
2015-05-04,430300,1.47,15.85,16.47,1.47,4030,2376500.0,89.5,-5.43,-0.91,2.58
2015-05-05,430300,15.47,4.13,16.42,2.47,1790,2730320.0,88.01,-73.94,-11.72,1.15
2015-05-06,430300,10.97,14.31,17.08,10.47,3050,6974160.0,160.05,246.49,10.18,1.95
2015-05-07,430300,12.97,12.97,13.97,12.8,580,1535640.0,8.18,-9.36,-1.34,0.37
2015-05-08,430300,13.72,13.18,13.72,13.04,410,1112380.0,5.24,1.62,0.21,0.26
2015-05-11,430300,13.22,13.12,13.22,13.04,90,236920.0,1.37,-0.46,-0.06,0.06
2015-05-12,430300,13.04,12.62,13.22,12.56,200,517910.0,5.03,-3.81,-0.5,0.13
2015-05-13,430300,12.56,12.72,12.72,12.42,210,530980.0,2.38,0.79,0.1,0.13
2015-05-14,430300,12.77,12.97,13.12,12.77,120,312600.0,2.75,1.97,0.25,0.08
2015-05-15,430300,12.76,12.97,13.07,12.76,260,678570.0,2.39,0.0,0.0,0.17
2015-05-18,430300,12.76,12.97,13.18,12.46,670,1723810.0,5.55,0.0,0.0,0.43
2015-05-19,430300,12.97,12.97,12.97,12.97,10,26000.0,0.0,0.0,0.0,0.01
2015-05-20,430300,12.62,12.06,12.72,11.87,1030,2513110.0,6.55,-7.02,-0.91,0.66
2015-05-21,430300,12.32,11.77,12.57,11.77,180,437780.0,6.63,-2.4,-0.29,0.12
2015-05-22,430300,12.07,11.97,12.07,11.37,390,900450.0,5.95,1.7,0.2,0.25
2015-05-25,430300,12.07,12.22,12.22,11.97,280,676530.0,2.09,2.09,0.25,0.18
2015-05-26,430300,12.23,12.47,12.62,12.22,180,447480.0,3.27,2.05,0.25,0.12
2015-05-27,430300,12.04,12.67,12.67,12.04,110,274540.0,5.05,1.6,0.2,0.07
2015-05-28,430300,12.67,12.32,13.47,12.32,540,1390050.0,9.08,-2.76,-0.35,0.35
2015-05-29,430300,12.12,12.32,12.33,12.12,150,366520.0,1.7,0.0,0.0,0.1
2015-06-01,430300,12.47,12.22,12.47,11.94,190,468180.0,4.3,-0.81,-0.1,0.12
2015-06-02,430300,11.94,11.94,12.57,11.94,320,772570.0,5.16,-2.29,-0.28,0.2
2015-06-03,430300,12.57,11.72,12.57,11.66,180,432740.0,7.62,-1.84,-0.22,0.12
2015-06-04,430300,11.66,11.97,12.28,11.66,140,335850.0,5.29,2.13,0.25,0.09
2015-06-05,430300,11.97,11.98,11.98,11.97,40,96010.0,0.08,0.08,0.01,0.03
2015-06-08,430300,11.97,11.97,12.22,11.97,110,265700.0,2.09,-0.08,-0.01,0.07
2015-06-09,430300,11.97,12.47,12.6,11.97,220,542720.0,5.26,4.18,0.5,0.14
2015-06-10,430300,12.47,12.47,12.47,12.47,40,100000.0,0.0,0.0,0.0,0.03
2015-06-11,430300,12.6,12.37,12.65,12.22,100,250660.0,3.45,-0.8,-0.1,0.06
2015-06-12,430300,12.86,12.47,12.86,12.22,780,1973730.0,5.17,0.81,0.1,0.5
2015-06-15,430300,12.22,12.57,12.57,12.22,100,247100.0,2.81,0.8,0.1,0.06
2015-06-16,430300,11.97,12.57,12.57,11.97,100,244400.0,4.77,0.0,0.0,0.06
2015-06-17,430300,12.6,12.22,12.6,11.97,320,792360.0,5.01,-2.78,-0.35,0.2
2015-06-18,430300,11.97,11.72,11.97,11.47,260,612140.0,4.09,-4.09,-0.5,0.17
2015-06-19,430300,11.47,12.08,12.08,11.47,1020,2441000.0,5.2,3.07,0.36,0.65
2015-06-23,430300,11.85,12.07,12.22,11.72,470,1120610.0,4.14,-0.08,-0.01,0.3
2015-06-24,430300,11.47,11.47,11.81,11.22,650,1495750.0,4.89,-4.97,-0.6,0.42
2015-06-25,430300,11.55,11.22,11.55,11.22,517,1178855.0,2.88,-2.18,-0.25,0.29
2015-06-26,430300,10.97,10.19,11.29,9.97,740,1566870.0,11.76,-9.18,-1.03,0.41
2015-06-29,430300,9.97,9.71,10.23,8.67,2670,5048270.0,15.31,-4.71,-0.48,1.49
2015-06-30,430300,9.52,9.43,9.52,8.96,220,408610.0,5.77,-2.88,-0.28,0.12
2015-07-01,430300,9.24,9.22,9.72,9.22,110,207250.0,5.3,-2.23,-0.21,0.06
2015-07-02,430300,9.05,8.47,9.05,8.29,1443,2478314.0,8.24,-8.13,-0.75,0.81
2015-07-03,430300,8.53,8.22,8.65,8.0,370,618010.0,7.67,-2.95,-0.25,0.21
2015-07-06,430300,7.97,7.58,8.22,7.43,3470,5491580.0,9.61,-7.79,-0.64,1.94
2015-07-07,430300,7.97,7.24,8.22,7.22,7560,11993940.0,13.19,-4.49,-0.34,4.22
2015-07-08,430300,7.22,7.47,7.47,6.59,4441,6209612.0,12.15,3.18,0.23,2.48
2015-07-09,430300,7.82,9.0,9.72,7.82,430,759690.0,25.44,20.48,1.53,0.24
2015-07-10,430300,9.22,9.97,10.24,9.19,659,1300786.0,11.67,10.78,0.97,0.37
2015-07-13,430300,10.22,9.97,10.23,9.47,490,965910.0,7.62,0.0,0.0,0.27
2015-07-14,430300,9.97,9.97,9.97,9.97,30,60000.0,0.0,0.0,0.0,0.02
2015-07-15,430300,9.71,9.71,9.71,9.71,40,77920.0,0.0,-2.61,-0.26,0.02
2015-07-16,430300,9.71,9.72,9.72,9.71,70,136400.0,0.1,0.1,0.01,0.04
2015-07-17,430300,9.47,9.72,9.72,9.47,60,115400.0,2.57,0.0,0.0,0.03
2015-07-20,430300,9.47,9.72,10.02,9.47,180,353300.0,5.66,0.0,0.0,0.1
2015-07-21,430300,9.47,9.71,9.97,9.47,340,666320.0,5.14,-0.1,-0.01,0.19
2015-07-22,430300,9.47,9.47,10.17,9.47,460,879850.0,7.21,-2.47,-0.24,0.26
2015-07-23,430300,9.47,9.97,9.97,9.47,50,96970.0,5.28,5.28,0.5,0.03
2015-07-24,430300,9.97,9.72,10.22,9.47,290,567600.0,7.52,-2.51,-0.25,0.16
2015-07-27,430300,9.97,9.72,9.97,9.71,420,831990.0,2.67,0.0,0.0,0.23
2015-07-28,430300,9.47,9.6,9.72,9.47,230,442610.0,2.57,-1.23,-0.12,0.13
2015-07-29,430300,9.47,9.47,9.72,9.47,270,518500.0,2.6,-1.35,-0.13,0.15
2015-07-30,430300,9.97,9.72,10.08,9.57,980,1909120.0,5.39,2.64,0.25,0.55
2015-07-31,430300,9.47,9.97,9.97,9.47,350,688520.0,5.14,2.57,0.25,0.2
2015-08-05,430300,9.97,9.92,9.97,9.72,80,157800.0,2.51,-0.5,-0.05,0.04
2015-08-07,430300,9.97,9.72,9.97,9.72,110,217500.0,2.52,-2.02,-0.2,0.06
2015-08-10,430300,9.97,9.97,9.97,9.71,380,752400.0,2.67,2.57,0.25,0.21
2015-08-11,430300,10.22,9.97,10.5,9.97,220,449470.0,5.32,0.0,0.0,0.12
2015-08-13,430300,9.82,9.97,9.97,9.82,20,39700.0,1.5,0.0,0.0,0.01
2015-08-14,430300,9.72,9.75,9.97,9.47,310,610700.0,5.02,-2.21,-0.22,0.17
2015-08-17,430300,9.72,9.72,9.72,9.72,50,97500.0,0.0,-0.31,-0.03,0.03
2015-08-18,430300,9.97,9.47,9.97,9.47,290,560540.0,5.14,-2.57,-0.25,0.16
2015-08-19,430300,9.67,9.67,9.67,9.67,50,97000.0,0.0,2.11,0.2,0.03
2015-08-20,430300,9.47,8.72,9.47,8.53,1370,2464850.0,9.72,-9.82,-0.95,0.76
2015-08-24,430300,8.53,7.97,8.57,7.77,683,1131767.0,9.17,-8.6,-0.75,0.38
2015-08-25,430300,8.22,7.87,8.22,7.72,720,1169470.0,6.27,-1.25,-0.1,0.4
