日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2021-07-22,34.0,27.17,36.1,27.13,226725,709624880.0,147.05,345.41,21.07,79.7
2021-07-23,29.0,29.16,33.29,28.28,195985,594240240.0,18.44,7.32,1.99,68.89
2021-07-26,26.2,26.36,28.88,24.84,138448,366032000.0,13.85,-9.6,-2.8,48.67
2021-07-27,27.15,29.19,30.76,26.51,155170,439724160.0,16.12,10.74,2.83,54.55
2021-07-28,29.09,30.3,31.88,27.38,157302,471095136.0,15.42,3.8,1.11,55.29
2021-07-29,29.51,31.28,32.11,28.91,145433,445239136.0,10.56,3.23,0.98,51.12
2021-07-30,30.62,28.47,30.7,27.55,134362,385969344.0,10.07,-8.98,-2.81,47.23
2021-08-02,27.5,28.73,29.33,27.01,89781,253268687.0,8.15,0.91,0.26,31.56
2021-08-03,28.05,27.08,28.44,26.21,89725,245169088.0,7.76,-5.74,-1.65,31.54
2021-08-04,26.55,28.32,28.5,26.32,83034,228717919.0,8.05,4.58,1.24,29.19
2021-08-05,28.4,33.98,33.98,28.4,89935,285349248.0,19.7,19.99,5.66,31.61
2021-08-06,35.5,32.6,35.88,30.67,181104,602868800.0,15.33,-4.06,-1.38,63.66
2021-08-09,32.11,39.12,39.12,32.11,182849,667324416.0,21.5,20.0,6.52,64.28
2021-08-10,37.82,39.1,45.45,37.62,175022,701665744.0,20.02,-0.05,-0.02,61.52
2021-08-11,39.1,39.15,40.92,37.3,119595,468561952.0,9.26,0.13,0.05,42.04
2021-08-12,38.9,37.2,39.5,36.11,108158,406010816.0,8.66,-4.98,-1.95,38.02
2021-08-13,36.5,36.41,38.5,35.8,89747,332523952.0,7.26,-2.12,-0.79,31.55
2021-08-16,36.1,37.4,37.65,35.82,67646,249395316.0,5.03,2.72,0.99,23.78
2021-08-17,37.4,32.9,37.49,32.65,93088,324651616.0,12.94,-12.03,-4.5,32.72
2021-08-18,33.1,33.72,34.82,32.12,61601,205597347.0,8.21,2.49,0.82,21.65
2021-08-19,33.72,34.49,36.2,33.72,60015,210159031.0,7.35,2.28,0.77,21.1
2021-08-20,34.12,33.72,35.66,33.33,44151,151035781.0,6.76,-2.23,-0.77,15.52
2021-08-23,33.77,34.93,35.59,33.65,47503,164385600.0,5.75,3.59,1.21,16.7
2021-08-24,35.3,37.13,37.64,34.52,69935,254974607.0,8.93,6.3,2.2,24.58
2021-08-25,36.61,36.36,36.88,35.37,45877,165454200.0,4.07,-2.07,-0.77,16.13
2021-08-26,35.0,32.85,35.38,32.6,71069,238743030.0,7.65,-9.65,-3.51,24.98
2021-08-27,32.15,31.22,33.33,31.11,46498,147472193.0,6.76,-4.96,-1.63,16.34
2021-08-30,31.35,31.41,32.01,31.2,31903,100805834.0,2.59,0.61,0.19,11.21
2021-08-31,32.54,33.61,35.5,32.53,58276,198199377.0,9.46,7.0,2.2,20.49
2021-09-01,32.2,32.1,32.91,31.36,42369,135867458.0,4.61,-4.49,-1.51,14.89
2021-09-02,31.56,33.97,34.37,31.51,51866,174049282.0,8.91,5.83,1.87,18.23
2021-09-03,33.97,32.85,34.97,32.8,35864,121026455.0,6.39,-3.3,-1.12,12.61
2021-09-06,32.67,32.9,33.98,32.08,25545,84071567.0,5.78,0.15,0.05,8.98
2021-09-07,32.71,34.46,35.71,32.66,46334,159543939.0,9.27,4.74,1.56,16.29
2021-09-08,34.0,33.01,34.45,32.9,35924,120193025.0,4.5,-4.21,-1.45,12.63
2021-09-09,32.83,31.93,33.6,31.41,35830,115232911.0,6.63,-3.27,-1.08,12.59
2021-09-10,32.06,30.7,32.06,30.45,31777,98339135.0,5.04,-3.85,-1.23,11.17
2021-09-13,30.93,31.09,31.39,30.5,20273,62818977.0,2.9,1.27,0.39,7.13
2021-09-14,30.99,29.81,31.8,29.7,30503,93538130.0,6.75,-4.12,-1.28,10.72
2021-09-15,29.9,29.35,29.97,28.68,23975,69902624.0,4.33,-1.54,-0.46,8.43
2021-09-16,29.35,28.09,29.94,28.08,26589,76740692.0,6.34,-4.29,-1.26,9.35
2021-09-17,28.12,28.49,28.75,27.81,22060,62467788.0,3.35,1.42,0.4,7.75
2021-09-22,30.6,29.85,33.0,29.8,42045,130205157.0,11.23,4.77,1.36,14.78
2021-09-23,29.59,30.33,30.89,28.75,36464,109049934.0,7.17,1.61,0.48,12.82
2021-09-24,30.0,28.29,30.0,28.29,30025,87125894.0,5.64,-6.73,-2.04,10.55
2021-09-27,28.6,29.33,29.65,27.62,27750,79790575.0,7.18,3.68,1.04,9.75
2021-09-28,28.94,28.9,29.26,28.6,14457,41648479.0,2.25,-1.47,-0.43,5.08
2021-09-29,28.55,27.23,29.06,27.2,15508,43528479.0,6.44,-5.78,-1.67,5.45
2021-09-30,27.22,27.26,27.71,27.22,12129,33274353.0,1.8,0.11,0.03,4.26
2021-10-08,27.84,28.0,28.47,27.27,14233,39921694.0,4.4,2.71,0.74,5.0
2021-10-11,27.83,27.64,28.79,27.17,11077,30468858.0,5.79,-1.29,-0.36,3.89
2021-10-12,27.5,26.72,27.5,26.37,12787,34317144.0,4.09,-3.33,-0.92,4.49
2021-10-13,26.9,27.67,27.7,26.38,14697,39871129.0,4.94,3.56,0.95,5.17
2021-10-14,27.43,28.24,28.42,27.01,17613,48927995.0,5.1,2.06,0.57,6.19
2021-10-15,27.9,27.95,28.77,27.18,18979,53212674.0,5.63,-1.03,-0.29,6.67
2021-10-18,27.64,29.28,29.32,27.64,22275,63619718.0,6.01,4.76,1.33,7.83
2021-10-19,28.9,29.94,30.43,28.7,30390,90338896.0,5.91,2.25,0.66,10.68
2021-10-20,29.6,29.17,30.1,29.11,18434,54234349.0,3.31,-2.57,-0.77,6.48
2021-10-21,29.18,30.19,30.58,28.5,28521,85472809.0,7.13,3.5,1.02,10.03
2021-10-22,30.0,29.3,30.3,29.0,18916,55740210.0,4.31,-2.95,-0.89,6.65
2021-10-25,29.55,29.78,30.56,28.9,20403,61401179.0,5.67,1.64,0.48,7.17
2021-10-26,29.3,30.5,30.5,29.3,20667,62086107.0,4.03,2.42,0.72,7.26
2021-10-27,27.0,27.74,29.0,26.9,41299,114099391.0,6.89,-9.05,-2.76,14.52
2021-10-28,27.53,25.8,27.85,25.8,26324,70408376.0,7.39,-6.99,-1.94,9.25
2021-10-29,25.63,26.42,26.66,25.63,16095,42087509.0,3.99,2.4,0.62,5.66
2021-11-01,27.5,28.07,28.3,26.58,24741,68078747.0,6.51,6.25,1.65,8.7
2021-11-02,27.81,30.46,31.33,27.81,59815,180363197.0,12.54,8.51,2.39,21.03
2021-11-03,30.46,30.63,30.89,29.39,34441,103391457.0,4.92,0.56,0.17,12.11
2021-11-04,31.0,32.6,34.0,30.65,61690,202608511.0,10.94,6.43,1.97,21.69
2021-11-05,32.01,32.68,33.0,31.12,35699,114098071.0,5.77,0.25,0.08,12.55
2021-11-08,32.73,31.38,32.98,30.02,48976,153134819.0,9.06,-3.98,-1.3,17.22
2021-11-09,32.51,34.79,34.96,32.0,84589,284691808.0,9.43,10.87,3.41,29.73
2021-11-10,33.99,35.14,36.48,33.39,63748,225333625.0,8.88,1.01,0.35,22.41
2021-11-11,34.78,34.1,35.55,33.58,39820,136398805.0,5.61,-2.96,-1.04,14.0
2021-11-12,33.23,33.85,34.3,32.8,32964,110667678.0,4.4,-0.73,-0.25,11.59
2021-11-15,33.6,32.7,34.49,32.36,30582,100525950.0,6.29,-3.4,-1.15,10.75
2021-11-16,33.2,32.77,35.55,32.75,49631,168556910.0,8.56,0.21,0.07,17.45
2021-11-17,32.0,32.67,33.0,31.7,25499,82402930.0,3.97,-0.31,-0.1,8.96
2021-11-18,32.6,33.13,34.87,31.69,36744,122201096.0,9.73,1.41,0.46,12.92
2021-11-19,33.0,34.0,34.5,32.25,33568,112545984.0,6.79,2.63,0.87,11.8
2021-11-22,34.16,40.8,40.8,34.16,68590,262835220.0,19.53,20.0,6.8,24.11
2021-11-23,39.91,39.7,41.99,39.11,77436,310530880.0,7.06,-2.7,-1.1,27.22
2021-11-24,39.56,39.8,40.7,38.58,55552,218897868.0,5.34,0.25,0.1,19.53
2021-11-25,39.45,41.15,42.0,38.68,79625,321974976.0,8.34,3.39,1.35,27.99
2021-11-26,40.79,39.9,40.79,38.67,41514,165137131.0,5.15,-3.04,-1.25,14.59
2021-11-29,38.83,39.75,40.6,38.3,33103,131096490.0,5.76,-0.38,-0.15,11.64
2021-11-30,39.88,40.2,42.3,39.03,60609,247258862.0,8.23,1.13,0.45,21.31
2021-12-01,42.0,40.25,46.46,39.99,98389,420866880.0,16.09,0.12,0.05,34.59
2021-12-02,40.2,36.77,40.59,36.6,63667,242779038.0,9.91,-8.65,-3.48,22.38
2021-12-03,36.0,35.0,36.36,34.88,45067,159561766.0,4.03,-4.81,-1.77,15.84
2021-12-06,35.6,34.79,35.96,33.9,37139,129676026.0,5.89,-0.6,-0.21,13.06
2021-12-07,35.0,35.47,35.49,34.25,26801,93577536.0,3.56,1.95,0.68,9.42
2021-12-08,35.5,35.68,36.24,34.92,21091,75010808.0,3.72,0.59,0.21,7.41
2021-12-09,35.42,34.27,35.61,34.22,21062,73024204.0,3.9,-3.95,-1.41,7.4
2021-12-10,33.88,34.58,34.79,33.58,11918,41080614.0,3.53,0.9,0.31,4.19
2021-12-13,34.61,35.67,36.08,33.17,28594,99818284.0,8.42,3.15,1.09,10.05
2021-12-14,35.81,35.84,36.49,35.12,15356,54990363.0,3.84,0.48,0.17,5.4
2021-12-15,35.39,35.21,36.34,35.19,10471,37378169.0,3.21,-1.76,-0.63,3.68
2021-12-16,35.32,38.04,38.09,35.14,34505,127009255.0,8.38,8.04,2.83,12.13
2021-12-17,37.06,37.24,37.86,36.5,19800,73437353.0,3.58,-2.1,-0.8,6.96
2021-12-20,37.2,36.9,37.77,35.88,16657,61220402.0,5.08,-0.91,-0.34,5.86
